split,image_path,xml_path,object_name,before,after,reason
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/27532_extra.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/27532_extra.xml,3,"(109.0, 7.0, 122.0, 28.0)","(109, 7, 122, 27)",Tiny overflow clamped: max_overflow=1.000px
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/27675.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/27675.xml,4,"(104.0, 8.0, 144.0, 105.0)","(104, 8, 144, 104)",Tiny overflow clamped: max_overflow=1.000px
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/27832_extra.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/27832_extra.xml,7,"(68.0, 122.0, 121.0, 233.0)","(68, 122, 121, 232)",Tiny overflow clamped: max_overflow=1.000px
valid,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/valid/04543_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/valid/04543_1.xml,2,"(144.0, 14.0, 164.0, 61.0)","(144, 14, 164, 60)",Tiny overflow clamped: max_overflow=1.000px
valid,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/valid/06270_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/valid/06270_1.xml,9,"(13.0, 8.0, 28.0, 38.0)","(13, 8, 28, 37)",Tiny overflow clamped: max_overflow=1.000px
valid,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/valid/06270_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/valid/06270_1.xml,5,"(27.0, 8.0, 42.0, 38.0)","(27, 8, 42, 37)",Tiny overflow clamped: max_overflow=1.000px
valid,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/valid/06270_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/valid/06270_1.xml,2,"(67.0, 6.0, 81.0, 38.0)","(67, 6, 81, 37)",Tiny overflow clamped: max_overflow=1.000px
valid,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/valid/06339_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/valid/06339_1.xml,2,"(44.0, 16.0, 76.0, 95.0)","(44, 16, 76, 94)",Tiny overflow clamped: max_overflow=1.000px
valid,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/valid/09547_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/valid/09547_1.xml,9,"(93.0, 5.0, 107.0, 24.0)","(93, 5, 106, 24)",Tiny overflow clamped: max_overflow=1.000px
valid,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/valid/11601_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/valid/11601_1.xml,6,"(85.0, 1.0, 98.0, 34.0)","(85, 1, 98, 33)",Tiny overflow clamped: max_overflow=1.000px
valid,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/valid/11690_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/valid/11690_1.xml,8,"(54.0, 55.0, 111.0, 147.0)","(54, 55, 111, 146)",Tiny overflow clamped: max_overflow=1.000px
valid,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/valid/13910_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/valid/13910_1.xml,8,"(162.0, 25.0, 199.0, 83.0)","(162, 25, 198, 83)",Tiny overflow clamped: max_overflow=1.000px
valid,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/valid/14049_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/valid/14049_1.xml,2,"(535.0, 30.0, 599.0, 155.0)","(535, 30, 599, 154)",Tiny overflow clamped: max_overflow=1.000px
valid,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/valid/20193_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/valid/20193_1.xml,5,"(56.0, 35.0, 135.0, 162.0)","(56, 35, 135, 161)",Tiny overflow clamped: max_overflow=1.000px
valid,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/valid/24918_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/valid/24918_1.xml,6,"(30.0, 13.0, 45.0, 35.0)","(30, 13, 45, 34)",Tiny overflow clamped: max_overflow=1.000px
valid,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/valid/27514_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/valid/27514_1.xml,8,"(195.0, 25.0, 218.0, 66.0)","(195, 25, 218, 65)",Tiny overflow clamped: max_overflow=1.000px
